"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/4600,4497,210,57/pct:40/0/default.jpg","4600","4497","26","b V","210","57","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/4280,6505,122,57/pct:40/0/default.jpg","4280","6505","26","a R","122","57","0","",""
"https://stacks.stanford.edu/image/iiif/ns059km6096%2F246_SPN_TC_46/572,2567,242,112/pct:40/0/default.jpg","572","2567","246","SPN","242","112","0","",""
"https://stacks.stanford.edu/image/iiif/nm203xw8381%2F002I_bob_TC_46/4225,8272,275,75/pct:40/0/default.jpg","4225","8272","2I","bob","275","75","1","1",""
"https://stacks.stanford.edu/image/iiif/kz798mq9330%2F439_a_R_TC_46/1140,1247,260,120/pct:40/0/default.jpg","1140","1247","439","a R","260","120","0","",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_V_FLD_O_TC_46/4530,3830,457,52/pct:40/0/default.jpg","4530","3830","484","c V","457","52","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1812,2845,785,72/pct:40/0/default.jpg","1812","2845","26","b V","785","72","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_R_TC_46/2980,2912,262,105/pct:40/0/default.jpg","2980","2912","26","b R","262","105","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/2000,5787,192,80/pct:40/0/default.jpg","2000","5787","26","b V","192","80","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/4972,3227,165,77/pct:40/0/default.jpg","4972","3227","26","b V","165","77","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/2985,5670,212,60/pct:40/0/default.jpg","2985","5670","26","a R","212","60","0","",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_V_FLD_O_TC_46/4847,5540,307,52/pct:40/0/default.jpg","4847","5540","484","c V","307","52","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1110,822,360,72/pct:40/0/default.jpg","1110","822","26","b V","360","72","1","2",""
"https://stacks.stanford.edu/image/iiif/qt651bq6363%2F466_a_R_TC_46/647,1335,345,127/pct:40/0/default.jpg","647","1335","466","a R","345","127","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/4630,1842,197,72/pct:40/0/default.jpg","4630","1842","26","a V","197","72","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/4447,3332,477,92/pct:40/0/default.jpg","4447","3332","26","a V","477","92","1","2",""
"https://stacks.stanford.edu/image/iiif/pm493kf4162%2F424_a_R_TC_46/2132,1095,452,155/pct:40/0/default.jpg","2132","1095","424","a R","452","155","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/4345,1600,257,52/pct:40/0/default.jpg","4345","1600","26","b V","257","52","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/4997,5692,157,70/pct:40/0/default.jpg","4997","5692","26","b V","157","70","1","2",""
"https://stacks.stanford.edu/image/iiif/fr670md2824%2F303_a_R_TC_46/3150,2417,437,105/pct:40/0/default.jpg","3150","2417","303","a R","437","105","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/1120,4665,347,55/pct:40/0/default.jpg","1120","4665","26","a V","347","55","1","2",""
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_fob_TC_46/312,662,1290,30/pct:40/0/default.jpg","312","662","228","fob","1290","30","0","",""
"https://stacks.stanford.edu/image/iiif/ns059km6096%2F246_TFE_TC_46/5,150,232,37/pct:40/0/default.jpg","5","150","246","TFE","232","37","1","1",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/640,6767,130,65/pct:40/0/default.jpg","640","6767","26","a V","130","65","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/3122,642,290,77/pct:40/0/default.jpg","3122","642","26","a R","290","77","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/620,2277,910,67/pct:40/0/default.jpg","620","2277","26","b V","910","67","1","2",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_V_FLD_O_TC_46/2402,7877,492,40/pct:40/0/default.jpg","2402","7877","484","c V","492","40","0","",""
"https://stacks.stanford.edu/image/iiif/nm203xw8381%2F002I_bob_TC_46/1950,250,210,97/pct:40/0/default.jpg","1950","250","2I","bob","210","97","1","1",""
"https://stacks.stanford.edu/image/iiif/fh297fm9680%2F226_fib_TC_46/2875,2012,1605,252/pct:40/0/default.jpg","2875","2012","226","fib","1605","252","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1857,3557,195,67/pct:40/0/default.jpg","1857","3557","26","b V","195","67","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/2230,3495,560,55/pct:40/0/default.jpg","2230","3495","26","b V","560","55","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/2955,6092,145,70/pct:40/0/default.jpg","2955","6092","26","a R","145","70","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1662,4517,260,57/pct:40/0/default.jpg","1662","4517","26","b V","260","57","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/2105,6100,307,70/pct:40/0/default.jpg","2105","6100","26","a R","307","70","0","",""
"https://stacks.stanford.edu/image/iiif/vv924dt3892%2F405_a_R_TC_46/985,1455,362,112/pct:40/0/default.jpg","985","1455","405","a R","362","112","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1205,1850,335,57/pct:40/0/default.jpg","1205","1850","26","b V","335","57","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/4407,5822,277,92/pct:40/0/default.jpg","4407","5822","26","a R","277","92","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/2992,3485,442,80/pct:40/0/default.jpg","2992","3485","26","a V","442","80","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/3412,1757,295,85/pct:40/0/default.jpg","3412","1757","26","a R","295","85","0","",""
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_SFE_TC_46/825,1142,90,30/pct:40/0/default.jpg","825","1142","228","SFE","90","30","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_R_TC_46/3265,1162,222,57/pct:40/0/default.jpg","3265","1162","26","b R","222","57","1","2",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_R_FLD_O_TC_46/4057,4845,100,45/pct:40/0/default.jpg","4057","4845","484","c R","100","45","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1457,3165,380,80/pct:40/0/default.jpg","1457","3165","26","b V","380","80","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/2555,5880,175,75/pct:40/0/default.jpg","2555","5880","26","a V","175","75","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/2700,6892,255,82/pct:40/0/default.jpg","2700","6892","26","a R","255","82","0","",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_V_FLD_O_TC_46/3507,4162,647,40/pct:40/0/default.jpg","3507","4162","484","c V","647","40","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/425,1160,592,70/pct:40/0/default.jpg","425","1160","26","a V","592","70","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/4835,7202,110,55/pct:40/0/default.jpg","4835","7202","26","a V","110","55","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1722,2270,1057,67/pct:40/0/default.jpg","1722","2270","26","b V","1057","67","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/1177,5712,465,77/pct:40/0/default.jpg","1177","5712","26","a V","465","77","1","2",""
"https://stacks.stanford.edu/image/iiif/pz542dy6146%2F421_a_R_TC_46/2275,1655,927,172/pct:40/0/default.jpg","2275","1655","421","a R","927","172","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/462,1800,722,72/pct:40/0/default.jpg","462","1800","26","a V","722","72","1","2",""
"https://stacks.stanford.edu/image/iiif/fh297fm9680%2F226_c_TC_46/2040,2007,402,155/pct:40/0/default.jpg","2040","2007","226","c","402","155","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1422,3252,352,77/pct:40/0/default.jpg","1422","3252","26","b V","352","77","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/957,3635,420,85/pct:40/0/default.jpg","957","3635","26","b V","420","85","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/427,917,880,85/pct:40/0/default.jpg","427","917","26","a V","880","85","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/415,2055,267,72/pct:40/0/default.jpg","415","2055","26","a V","267","72","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/3462,6165,287,90/pct:40/0/default.jpg","3462","6165","26","a R","287","90","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1600,2602,232,67/pct:40/0/default.jpg","1600","2602","26","b V","232","67","1","2",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_R_FLD_O_TC_46/3897,7582,95,35/pct:40/0/default.jpg","3897","7582","484","c R","95","35","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/1637,930,195,85/pct:40/0/default.jpg","1637","930","26","a V","195","85","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/2475,1030,230,65/pct:40/0/default.jpg","2475","1030","26","a V","230","65","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/2460,6580,205,80/pct:40/0/default.jpg","2460","6580","26","a R","205","80","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/3150,7045,545,70/pct:40/0/default.jpg","3150","7045","26","a R","545","70","1","2",""
"https://stacks.stanford.edu/image/iiif/tj601fd3737%2F149_fib_TC_46/2112,2280,2060,102/pct:40/0/default.jpg","2112","2280","149","fib","2060","102","0","",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_V_FLD_O_TC_46/4005,3137,595,52/pct:40/0/default.jpg","4005","3137","484","c V","595","52","0","",""
"https://stacks.stanford.edu/image/iiif/zm232zn2115%2F160_a_R_TC_46/382,5622,770,195/pct:40/0/default.jpg","382","5622","160","a R","770","195","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/4077,3425,220,67/pct:40/0/default.jpg","4077","3425","26","a V","220","67","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/640,5042,260,115/pct:40/0/default.jpg","640","5042","26","b V","260","115","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1757,7255,357,67/pct:40/0/default.jpg","1757","7255","26","b V","357","67","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/410,2477,267,75/pct:40/0/default.jpg","410","2477","26","a V","267","75","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/3470,5827,227,92/pct:40/0/default.jpg","3470","5827","26","a R","227","92","0","",""
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_SFE_TC_46/350,1062,85,30/pct:40/0/default.jpg","350","1062","228","SFE","85","30","1","2",""
"https://stacks.stanford.edu/image/iiif/db985sg7205%2F376_fib_TC_46/2760,3665,235,57/pct:40/0/default.jpg","2760","3665","376","fib","235","57","0","",""
"https://stacks.stanford.edu/image/iiif/jd954hs3071%2F289_a_R_TC_46/1667,1097,337,105/pct:40/0/default.jpg","1667","1097","289","a R","337","105","0","",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_V_FLD_O_TC_46/5047,2127,135,57/pct:40/0/default.jpg","5047","2127","484","c V","135","57","0","",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_R_FLD_O_TC_46/4125,5885,140,32/pct:40/0/default.jpg","4125","5885","484","c R","140","32","0","",""
"https://stacks.stanford.edu/image/iiif/tj601fd3737%2F149_fib_TC_46/777,2645,187,92/pct:40/0/default.jpg","777","2645","149","fib","187","92","0","",""
"https://stacks.stanford.edu/image/iiif/zm232zn2115%2F160_b_R_TC_46/2157,3855,397,180/pct:40/0/default.jpg","2157","3855","160","b R","397","180","0","",""
"https://stacks.stanford.edu/image/iiif/fh297fm9680%2F226_fib_TC_46/4090,5152,500,185/pct:40/0/default.jpg","4090","5152","226","fib","500","185","0","",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_b_c_V_FLD_A_TC_46/1362,3090,220,52/pct:40/0/default.jpg","1362","3090","484","b","220","52","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_R_TC_46/2957,737,400,105/pct:40/0/default.jpg","2957","737","26","b R","400","105","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/2085,817,172,72/pct:40/0/default.jpg","2085","817","26","b V","172","72","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/2205,6007,307,85/pct:40/0/default.jpg","2205","6007","26","a R","307","85","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/2297,697,362,75/pct:40/0/default.jpg","2297","697","26","a V","362","75","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1345,4350,600,75/pct:40/0/default.jpg","1345","4350","26","b V","600","75","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/2970,432,2147,65/pct:40/0/default.jpg","2970","432","26","b V","2147","65","0","",""
"https://stacks.stanford.edu/image/iiif/xq050qp5257%2F267_bib_TC_46/2575,6292,192,92/pct:40/0/default.jpg","2575","6292","267","bib","192","92","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_R_TC_46/4592,6082,157,70/pct:40/0/default.jpg","4592","6082","26","a R","157","70","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/4680,477,147,72/pct:40/0/default.jpg","4680","477","26","a V","147","72","1","2",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_R_FLD_O_TC_46/3917,4165,657,37/pct:40/0/default.jpg","3917","4165","484","c R","657","37","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/3457,5175,460,55/pct:40/0/default.jpg","3457","5175","26","a V","460","55","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/370,6180,255,75/pct:40/0/default.jpg","370","6180","26","a V","255","75","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/4820,5432,207,85/pct:40/0/default.jpg","4820","5432","26","b V","207","85","1","2",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_b_c_V_FLD_A_TC_46/2995,5500,212,60/pct:40/0/default.jpg","2995","5500","484","b","212","60","0","",""
"https://stacks.stanford.edu/image/iiif/kc237kj0918%2F290_a_R_TC_46/2120,697,1330,182/pct:40/0/default.jpg","2120","697","290","a R","1330","182","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/3777,3902,127,62/pct:40/0/default.jpg","3777","3902","26","a V","127","62","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_R_TC_46/3030,4770,177,77/pct:40/0/default.jpg","3030","4770","26","b R","177","77","1","2",""
"https://stacks.stanford.edu/image/iiif/tj601fd3737%2F149_fib_TC_46/745,4587,662,87/pct:40/0/default.jpg","745","4587","149","fib","662","87","1","1",""
"https://stacks.stanford.edu/image/iiif/zp389vb9685%2F228_SFE_TC_46/517,1090,165,30/pct:40/0/default.jpg","517","1090","228","SFE","165","30","1","1",""
"https://stacks.stanford.edu/image/iiif/rf713dy4795%2F484_c_R_FLD_O_TC_46/2540,4157,95,37/pct:40/0/default.jpg","2540","4157","484","c R","95","37","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/1522,690,487,75/pct:40/0/default.jpg","1522","690","26","a V","487","75","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/1275,5310,235,57/pct:40/0/default.jpg","1275","5310","26","a V","235","57","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/1577,772,217,82/pct:40/0/default.jpg","1577","772","26","a V","217","82","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_a_V_TC_46/425,1007,980,65/pct:40/0/default.jpg","425","1007","26","a V","980","65","1","2",""
"https://stacks.stanford.edu/image/iiif/vx000hq8392%2F275_b_R_TC_46/1927,1040,375,75/pct:40/0/default.jpg","1927","1040","275","b R","375","75","0","",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/1007,1625,195,52/pct:40/0/default.jpg","1007","1625","26","b V","195","52","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/2567,3415,172,72/pct:40/0/default.jpg","2567","3415","26","b V","172","72","1","2",""
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_b_V_TC_46/2525,4917,275,75/pct:40/0/default.jpg","2525","4917","26","b V","275","75","1","2",""
